ID,nExpediente,EMPRESA,AUTÓNOMO,Nº TRABAJADORES,Tipo actividad,Fecha Entrada,Fecha Salida,Base modelo 190,Base modelo 180,importe neto,aprovisionamientos,otros ingresos explotación,ingresos financiero,gastos financieros,deterioro ingresos financieros,inspección HACIENDA,nº socios,pagos gestoria,ha pagado a la gestoría,solicita aplazamientos pago,certificado electrónico,reuniones anuales,envia documentacion por correo,se realiza la declaracion de la renta
328,2300328,0,1,3.0,restauracion,2007-09-20,,5388,908,680263,208474.18732435533,,53,70.28614763020958,0.0,0.0,,162.5,Sí,0,0,,sí,sí
329,2310329,1,0,12.0,construccion,2009-11-05,,14724,840,130475,39913.064773612045,,24,14.329140054346976,0.0,0.0,1.0,460.0,Sí,1,1,1.0,sí,sí
330,2300330,0,1,3.0,construccion,2021-03-16,,4161,515,69822,26585.4824770082,,42,9.904800608491136,0.0,1.0,,162.5,Sí,0,0,,sí,sí
331,2310331,1,0,11.0,construccion,2008-01-07,,13486,853,118289,38228.65193214742,,34,13.769967804516106,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
332,2300332,0,1,0.0,fontaneria,2003-12-16,,0,780,46273,17557.634599460835,,31,6.907838174727223,0.0,1.0,,72.6,Sí,0,1,0.0,sí,sí
333,2310333,1,0,11.0,construccion,2004-06-20,,15620,844,101407,35740.828184180915,,43,12.944088324089266,0.0,0.0,2.0,460.0,Sí,0,1,,sí,sí
334,2300334,0,1,0.0,restauracion,2018-03-02,,0,860,44453,14730.451296793934,,26,5.969301962511031,0.0,0.0,,72.6,Sí,0,0,,sí,sí
335,2300335,0,1,0.0,fontaneria,2011-05-20,,0,1103,56100,16067.493970114769,,26,6.413158208056279,0.0,0.0,,72.6,Sí,0,1,,sí,sí
336,2300336,0,1,1.0,fontaneria,2001-05-27,,1779,817,74013,30800.529310876245,,31,11.30406399761793,0.0,0.0,,121.0,Sí,0,1,,sí,sí
337,2310337,1,0,11.0,construccion,2022-01-30,,12232,1143,146354,48765.39925869173,,32,17.26783754490596,0.0,0.0,2.0,460.0,Sí,0,1,1.0,sí,sí
338,2300338,0,1,3.0,construccion,2016-10-15,,4677,903,70785,27645.00892434677,,34,10.256530168329014,0.0,0.0,,162.5,Sí,0,1,,sí,sí
339,2300339,0,1,2.0,restauracion,2022-01-09,,2864,1152,63593,20803.61931935443,,30,7.985403326249876,0.0,0.0,,142.45,Sí,0,0,,sí,sí
340,2310340,1,0,16.0,construccion,2013-01-10,,27712,614,179449,72800.64698392924,,23,25.246786182032952,0.0,0.0,4.0,460.0,Sí,1,1,1.0,sí,sí
341,2300341,0,1,0.0,construccion,2005-07-16,,0,800,37495,10877.215486872225,,27,4.690148489013808,0.0,0.0,,72.6,Sí,0,0,1.0,sí,sí
342,2310342,1,0,5.0,construccion,2010-01-12,,7065,893,133532,42649.23260162252,,29,15.237461982701022,0.0,1.0,3.0,460.0,Sí,0,1,,sí,sí
343,2300343,0,1,0.0,restauracion,2009-07-22,,0,873,59713,21118.608002012537,,22,8.089969692652097,0.0,0.0,,72.6,Sí,0,1,,no,sí
344,2310344,1,0,16.0,construccion,2015-09-24,,25984,1186,137478,50291.79562852738,,23,17.774553280647158,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
345,2300345,0,1,0.0,fontaneria,2020-02-26,,0,971,39143,14486.182436266428,,25,5.888212359687756,0.0,0.0,,72.6,Sí,0,1,,sí,sí
346,2310346,1,0,4.0,construccion,2014-12-05,,6092,1081,177508,59441.38401183443,,40,20.81192974523857,0.0,0.0,5.0,460.0,Sí,0,1,,sí,sí
347,2300347,0,1,3.0,restauracion,2018-12-23,,5169,1185,60793,22364.21638323006,,40,8.503472620074547,0.0,0.0,,162.5,Sí,0,0,1.0,sí,sí
348,2300348,0,1,1.0,construccion,2002-04-17,,1769,635,487667,195686.79561197685,,64,66.04113452103502,0.0,1.0,,121.0,Sí,0,0,,sí,sí
349,2300349,0,1,1.0,restauracion,2003-04-11,,1539,797,857908,340872.9685017095,,52,114.23839171393004,0.0,1.0,,121.0,Sí,1,0,,sí,sí
350,2300350,0,1,1.0,peluqueria,2020-02-14,,1549,1122,63875,20141.10475650981,,40,7.765469264046088,0.0,0.0,,121.0,Sí,1,1,,sí,sí
351,2300351,0,1,2.0,restauracion,2013-05-06,,2786,900,71112,20325.486565863528,,29,7.826678243594448,0.0,0.0,,142.45,Sí,0,0,,sí,sí
352,2310352,1,0,11.0,construccion,2020-10-30,,17732,678,132369,41504.3722538113,,32,14.857404243488402,0.0,0.0,1.0,460.0,Sí,0,1,,sí,no
353,2300353,0,1,,restauracion,2006-08-21,,2472,535,66500,26249.595396109296,,40,9.793296629126996,0.0,0.0,,142.45,Sí,0,0,,sí,sí
354,2300354,0,1,3.0,restauracion,2011-09-28,,4704,784,73404,27324.51847235448,,25,10.150137387011805,0.0,0.0,,162.5,Sí,0,1,,sí,sí
355,2300355,0,1,0.0,restauracion,2010-05-30,,0,1129,50199,14930.690161743054,,34,6.035774987330659,0.0,0.0,,72.6,Sí,0,0,,sí,sí
356,2300356,0,1,1.0,restauracion,2011-12-17,,1310,581,61864,18744.708393463665,,41,7.301909454503661,0.0,0.0,,121.0,Sí,0,0,1.0,no,sí
357,2310357,1,0,12.0,construccion,2003-05-21,,17232,537,803053,254664.7551681593,,57,85.61996788280698,0.0,0.0,1.0,460.0,No,0,1,,sí,sí
358,2310358,1,0,12.0,construccion,2011-09-22,,17904,1013,140424,56113.49806241036,,22,19.70717595346509,0.0,0.0,2.0,460.0,Sí,0,1,,sí,sí
359,2300359,0,1,3.0,construccion,2011-11-08,,4470,965,75549,25362.94379519742,,32,9.498956097938136,0.0,0.0,,162.5,Sí,0,0,,sí,sí
360,2300360,0,1,0.0,peluqueria,2007-03-11,,0,786,30030,9836.373305415884,,25,4.344621519617311,0.0,1.0,,72.6,Sí,0,1,,sí,sí
361,2310361,1,0,26.0,construccion,2003-02-01,,32890,534,169532,52824.72099691675,,28,18.615405084926,0.0,1.0,1.0,460.0,Sí,0,1,,sí,sí
362,2300362,0,1,3.0,zapateria,2007-05-18,,4557,503,75127,28123.72264944988,,25,10.415448115343754,0.0,0.0,,162.5,Sí,0,1,,sí,sí
363,2300363,0,1,0.0,restauracion,2021-09-28,,0,917,350528,145653.3031764854,,50,49.43158379609347,0.0,1.0,,72.6,Sí,0,1,,sí,sí
364,2300364,0,1,2.0,restauracion,2001-08-27,,3532,671,834163,242832.3270667705,,63,81.69197275029387,0.0,0.0,,142.45,Sí,1,0,,sí,sí
365,2300365,0,1,1.0,comercio alimentacion,2001-10-30,,1450,845,74424,26076.80856217488,,24,9.735936817865852,0.0,0.0,,121.0,Sí,1,0,,no,sí
366,2300366,0,1,1.0,restauracion,2010-09-15,,1541,1013,77066,31316.2567328888,,40,11.475269331469152,0.0,0.0,,121.0,Sí,0,1,1.0,sí,sí
367,2300367,0,1,0.0,fontaneria,2016-03-16,,0,854,440635,139884.42929379537,,62,47.51649854587093,0.0,1.0,,72.6,Sí,1,1,,sí,sí
368,2300368,0,1,0.0,construccion,2022-03-20,,0,940,44979,14729.05264016491,,28,5.968837652364052,0.0,0.0,,72.6,Sí,0,0,,sí,sí
369,2300369,0,1,1.0,zapateria,2012-07-15,,1251,603,64305,22447.85285966025,,42,8.531237307888691,0.0,0.0,,121.0,Sí,0,0,0.0,sí,sí
370,2300370,0,1,2.0,restauracion,2017-01-13,,2684,582,71801,21512.82530277912,,33,8.22083747611083,0.0,1.0,,142.45,Sí,1,1,,sí,sí
371,2300371,0,1,0.0,restauracion,2007-10-18,,0,1053,501839,196986.7890998852,,44,66.47269159867349,0.0,0.0,,72.6,Sí,0,0,,sí,sí
372,2300372,0,1,1.0,construccion,2002-05-25,,1345,810,61947,19529.010201075096,,26,7.562273063419849,0.0,0.0,,121.0,Sí,0,1,,sí,sí
373,2300373,0,1,0.0,fontaneria,2006-03-14,,0,1187,51572,14864.8512994727,,35,6.013918549386379,0.0,0.0,,72.6,Sí,0,0,,sí,sí
374,2300374,0,1,2.0,restauracion,2019-05-12,,3172,1104,63303,23616.135866730543,,31,8.919070635574936,0.0,0.0,,142.45,Sí,0,1,,sí,sí
375,2310375,1,0,10.0,construccion,2015-06-07,,14870,896,1072489,382172.56831858295,,46,127.9485639343196,68.36783420027152,0.0,3.0,460.0,Sí,0,1,1.0,sí,sí
376,2310376,1,0,11.0,construccion,2020-09-18,,14025,707,699943,287081.1561377195,,45,96.38119661210555,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,no
377,2300377,0,1,0.0,fontaneria,2004-05-13,,0,781,50678,19742.6150232003,,34,7.633183166942105,0.0,1.0,,72.6,Sí,0,0,,sí,sí
378,2300378,0,1,0.0,peluqueria,2001-11-21,,0,751,50738,14462.498767010082,,37,5.880350124078815,0.0,1.0,,72.6,No,0,1,1.0,sí,sí
379,2300379,0,1,1.0,restauracion,2016-07-01,,1124,742,66394,23514.885386640726,,23,8.885458650820027,0.0,0.0,,121.0,Sí,0,1,,sí,sí
380,2300380,0,1,2.0,restauracion,2020-11-29,,2474,553,75267,30219.4136225581,,34,11.111151809554624,0.0,0.0,,142.45,Sí,0,1,,no,sí
381,2300381,0,1,0.0,componentes electronicos,2003-10-08,,0,970,34863,9851.132990871429,,27,4.349521272409387,0.0,0.0,,72.6,Sí,0,0,,sí,sí
382,2300382,0,1,0.0,restauracion,2014-10-08,,0,847,39911,13261.829319388493,,28,5.481765513582746,0.0,0.0,,72.6,Sí,0,1,,sí,sí
383,2300383,0,1,0.0,peluqueria,2015-07-08,,0,577,220541,87473.8043995316,,23,30.11781437787042,0.0,1.0,,72.6,No,0,1,1.0,sí,sí
384,2300384,0,1,3.0,restauracion,2021-05-19,,4191,1173,74128,23343.4250627108,,32,8.828539199288619,0.0,0.0,,162.5,Sí,0,0,,sí,sí
385,2300385,0,1,1.0,fontaneria,2005-04-28,,1423,962,74907,21101.711038542864,,28,8.084360430572124,0.0,0.0,,121.0,Sí,0,1,,sí,sí
386,2300386,0,1,3.0,zapateria,2007-11-15,,3681,873,61162,20041.57213479245,,28,7.7324275544086385,0.0,1.0,,162.5,Sí,0,0,1.0,sí,sí
387,2300387,0,1,0.0,fontaneria,2020-07-31,,0,696,53629,15275.82032686091,,28,6.15034738084533,0.0,,,72.6,Sí,0,1,,no,sí
388,2310388,1,0,20.0,construccion,2020-12-22,,26700,546,181475,74077.48558823965,,28,25.67065656432139,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
389,2300389,0,1,0.0,restauracion,2005-12-04,,0,1130,32806,13102.356746317915,,33,5.428825619469463,0.0,0.0,,72.6,Sí,0,1,,sí,sí
390,2300390,0,1,0.0,construccion,2012-03-13,,0,1185,535100,181435.8278122633,,62,61.31026004022535,0.0,0.0,,72.6,Sí,0,1,,no,sí
391,2310391,1,0,11.0,construccion,2005-04-29,,19525,976,116849,39389.16970571467,,43,14.15522331815257,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
392,2300392,0,1,1.0,restauracion,2001-06-01,,1530,770,76351,31847.50091711493,,40,11.651625743858526,0.0,1.0,,121.0,Sí,0,0,,sí,sí
393,2310393,1,0,10.0,construccion,2017-11-07,,16440,756,668080,232823.5872264176,,62,78.36938494003014,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
394,2300394,0,1,3.0,fontaneria,2020-04-03,,4962,934,60854,20759.52117921764,,41,7.970764126389462,0.0,1.0,,162.5,Sí,0,0,,sí,sí
395,2310395,1,0,26.0,construccion,2005-12-25,,29562,985,104963,35274.46842942344,,24,12.789271507879551,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
396,2300396,0,1,0.0,peluqueria,2013-12-14,,0,682,40651,13190.340963870716,,34,5.458033621016061,0.0,0.0,,72.6,Sí,0,0,,sí,sí
397,2300397,0,1,0.0,construccion,2014-07-26,,0,678,205618,67453.47412996594,,31,23.471692451219685,0.0,1.0,,72.6,Sí,1,1,,sí,sí
398,2300398,0,1,0.0,construccion,2006-07-15,,0,744,380060,130061.74940993912,,63,44.255676807389975,0.0,1.0,,72.6,Sí,0,0,0.0,sí,sí
399,2310399,1,0,2.0,construccion,2008-01-23,,2910,1052,245985,100680.00617078152,,52,34.50185929510655,0.0,0.0,2.0,460.0,Sí,1,1,,sí,no
400,2310400,1,0,8.0,construccion,2015-01-02,,9320,1180,937286,377631.3396166966,,49,126.44101839220514,0.0,0.0,1.0,460.0,Sí,1,1,1.0,sí,sí
401,2300401,0,1,0.0,restauracion,2012-05-27,,0,1169,41250,15954.990406615194,,42,6.375810552441551,0.0,1.0,,72.6,Sí,0,1,,sí,sí
402,2300402,0,1,2.0,educacion,2006-02-11,,3520,685,100275,39080.15629107572,,43,14.052640553382542,0.0,0.0,,142.45,Sí,1,0,,sí,sí
403,2310403,1,0,8.0,construccion,2001-12-16,,10632,1029,165150,56043.50124923601,,33,19.6839392061902,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,no
404,2300404,0,1,0.0,ingenieria,2011-09-12,,0,1138,751157,271614.620975688,,45,91.24679188023384,0.0,0.0,,72.6,Sí,0,1,,sí,sí
405,2300405,0,1,3.0,limpieza,2010-07-14,,4362,766,789691,320274.11954770307,,55,107.4002197230761,0.0,0.0,,162.5,Sí,0,1,,sí,sí
406,2300406,0,1,1.0,restauracion,2016-02-11,,1191,799,77201,25192.45202468313,,37,9.442358175772435,0.0,0.0,,121.0,Sí,0,0,0.0,sí,sí
407,2300407,0,1,1.0,construccion,2016-08-24,,1162,725,76595,25708.23173013193,,34,9.613580866085185,0.0,0.0,,121.0,Sí,0,1,,no,sí
408,2310408,1,0,12.0,construccion,2011-10-02,,13944,721,178677,56660.53463918112,,37,19.88877494502033,0.0,0.0,1.0,460.0,Sí,0,1,,sí,no
409,2300409,0,1,3.0,restauracion,2012-11-12,,4791,890,74041,21197.30371359433,,34,8.116094201450649,0.0,0.0,,162.5,Sí,0,1,,sí,sí
410,2310410,1,0,12.0,construccion,2019-05-31,,16212,505,141031,39809.20277022883,,43,14.294661125741069,0.0,0.0,1.0,460.0,No,0,1,0.0,sí,sí
411,2310411,1,0,2.0,construccion,2001-06-17,,3380,696,168147,53494.50371754773,,40,18.83775194762708,0.0,0.0,2.0,460.0,Sí,1,1,,sí,sí
412,2300412,0,1,0.0,restauracion,2001-07-31,,0,950,34797,14328.16215983996,,35,5.835754582524615,0.0,1.0,,72.6,Sí,1,1,,sí,sí
413,2310413,1,0,11.0,construccion,2004-02-22,,15917,924,297625,96845.18720123723,,56,33.22881963516804,0.0,1.0,2.0,460.0,Sí,1,1,,sí,sí
414,2310414,1,0,13.0,construccion,2012-06-30,,14963,988,138644,56067.64854596076,11410.0,31,19.691955351581942,0.0,0.0,4.0,460.0,Sí,0,1,0.0,sí,sí
415,2310415,1,0,19.0,construccion,2020-03-28,,30704,715,124957,37054.39493826964,,43,13.38015130051977,0.0,0.0,2.0,460.0,Sí,0,1,,sí,sí
416,2310416,1,0,11.0,construccion,2010-01-28,,14949,1192,148350,55550.20981709568,,28,19.520181917512463,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
417,2310417,1,0,16.0,construccion,2019-09-17,,28464,878,354665,115621.0717418373,,48,39.461824598489855,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
418,2310418,1,0,19.0,construccion,2004-07-07,,30248,1162,167025,67636.41685123002,,38,23.532423698643846,0.0,0.0,4.0,460.0,No,1,1,0.0,sí,no
419,2310419,1,0,10.0,construccion,2014-05-08,,12000,1053,135019,50994.37267683805,,30,18.00778683189568,0.0,0.0,2.0,460.0,Sí,0,1,,sí,sí
420,2300420,0,1,3.0,restauracion,2020-03-29,,4533,620,62027,20338.536816048138,,27,7.831010517474668,0.0,0.0,,162.5,Sí,0,1,,no,sí
421,2300421,0,1,1.0,empresa de telefonia,2009-01-31,,1753,706,77323,26928.099189612367,,37,10.018538614578734,0.0,0.0,,121.0,Sí,0,0,,sí,sí
422,2300422,0,1,2.0,informatica,2012-10-12,,2800,1063,65630,20532.330102695498,,27,7.895343812394516,0.0,0.0,,142.45,Sí,1,0,,sí,sí
423,2300423,0,1,0.0,restauracion,2018-01-07,,0,1179,36233,10297.97879956337,,27,4.497860070370881,0.0,0.0,,72.6,No,0,1,,sí,sí
424,2310424,1,0,18.0,construccion,2011-08-04,,22104,1036,130463,37711.97878480766,,39,13.59844851950878,0.0,0.0,3.0,460.0,Sí,0,1,0.0,sí,sí
425,2300425,0,1,1.0,restauracion,2010-07-27,,1356,531,61012,24017.27459568304,,22,9.05223611617506,0.0,0.0,,121.0,Sí,0,0,,sí,sí
426,2300426,0,1,3.0,restauracion,2017-06-25,,3588,1160,527451,202298.3654865129,,60,68.23596841843263,0.0,,,162.5,Sí,0,0,,sí,sí
427,2300427,0,1,0.0,informatica,2017-05-22,,0,1158,50748,18940.871787444656,,38,7.367029550745288,0.0,0.0,,72.6,Sí,0,0,,no,sí
428,2310428,1,0,12.0,construccion,2020-10-17,,17868,980,115959,47292.61287803722,,22,16.778918644670807,0.0,0.0,1.0,460.0,No,0,1,1.0,no,sí
429,2300429,0,1,0.0,fontaneria,2011-07-17,,0,588,48363,15250.562052338264,,32,6.141962425658576,0.0,0.0,,72.6,Sí,0,0,,no,sí
430,2310430,1,0,24.0,construccion,2011-10-17,,43128,980,183134,51740.52438782744,,34,18.255485804901788,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
431,2310431,1,0,4.0,construccion,2022-01-31,,5544,1103,193708,79043.85514353194,,22,27.319335539785406,0.0,0.0,2.0,460.0,Sí,0,1,,sí,sí
432,2300432,0,1,3.0,restauracion,2011-09-27,,5154,966,63825,26686.50566782945,,29,9.938337140335369,0.0,1.0,,162.5,Sí,0,1,,no,sí
433,2310433,1,0,22.0,construccion,2018-12-13,,24552,650,117390,35616.153582015,,41,12.90270026525135,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
434,2300434,0,1,0.0,restauracion,2014-09-21,,0,982,37494,13972.535353115778,,27,5.717697633111181,0.0,0.0,,72.6,Sí,0,0,1.0,sí,sí
435,2300435,0,1,0.0,restauracion,2007-09-10,,0,1190,48737,14337.230806625685,,26,5.838765088916674,0.0,0.0,,72.6,Sí,1,1,,no,sí
436,2300436,0,1,1.0,restauracion,2021-03-14,,1109,1008,67859,19525.8583876194,,41,7.56122676017537,0.0,1.0,,121.0,Sí,0,1,1.0,sí,sí
437,2300437,0,1,1.0,restauracion,2007-05-28,,1176,578,65919,21804.15288072058,,26,8.317549097623797,0.0,0.0,,121.0,Sí,0,0,,no,sí
438,2310438,1,0,23.0,construccion,2022-07-21,,30613,1019,182791,53755.81338341283,,27,18.92449856352041,0.0,0.0,5.0,460.0,Sí,1,1,0.0,sí,sí
439,2300439,0,1,1.0,fontaneria,2021-06-06,,1733,1023,69234,20463.21892407781,,34,7.872401068024012,0.0,0.0,,121.0,Sí,0,1,,sí,sí
440,2300440,0,1,0.0,restauracion,2008-10-03,,0,814,41073,14340.896353153425,,39,5.839981935433347,0.0,0.0,,72.6,Sí,0,0,,sí,sí
441,2300441,0,1,0.0,construccion,2017-05-17,,0,1050,1073278,380136.5306127879,,63,127.27266325447202,8.36999619976958,1.0,,72.6,Sí,0,1,,no,sí
442,2300442,0,1,1.0,fontaneria,2001-11-16,,1253,669,63363,21234.25033502818,,34,8.128359321332333,0.0,0.0,,121.0,Sí,0,0,,sí,sí
443,2300443,0,1,0.0,educacion,2004-04-01,,0,534,41446,15463.801114154878,,28,6.212751108226529,0.0,0.0,,72.6,Sí,1,1,,sí,sí
444,2310444,1,0,7.0,construccion,2011-10-28,,11816,709,139640,58388.51611317556,,29,20.462410614788425,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
445,2310445,1,0,11.0,construccion,2011-01-14,,17996,926,192328,76519.34704983403,,42,26.481278006786628,0.0,1.0,1.0,460.0,Sí,0,1,1.0,sí,sí
446,2300446,0,1,0.0,construccion,2010-03-04,,0,570,45773,17713.382588858352,,38,6.959541623842654,0.0,0.0,,72.6,Sí,0,0,,sí,sí
447,2300447,0,1,2.0,fontaneria,2014-08-05,,2352,631,76210,25780.5326379584,,22,9.637582500541368,0.0,0.0,,142.45,Sí,0,1,,sí,sí
448,2300448,0,1,0.0,informatica,2003-05-06,,0,591,49943,16290.353433283844,,37,6.487140562232584,0.0,0.0,,72.6,Sí,0,1,,sí,sí
449,2300449,0,1,0.0,empresa de telefonia,2005-09-16,,0,1179,831745,299413.51258542144,,54,100.47515228070614,0.0,0.0,,72.6,Sí,0,1,,no,sí
450,2300450,0,1,2.0,zapateria,2015-03-25,,2754,713,441526,142680.85178040076,,47,48.44482313163765,0.0,0.0,,142.45,Sí,0,0,,sí,sí
451,2310451,1,0,20.0,construccion,2017-10-05,,31680,607,1012454,307574.5813483437,,47,103.18437122564112,30.971683465493445,0.0,1.0,460.0,Sí,1,1,,sí,sí
452,2300452,0,1,3.0,informatica,2008-05-18,,4791,881,71424,28680.471177677045,,38,10.600271170271377,0.0,0.0,,162.5,Sí,0,1,0.0,sí,sí
453,2310453,1,0,21.0,construccion,2006-08-24,,33810,1055,175941,52236.66251182051,,38,18.420188106018685,0.0,1.0,1.0,460.0,Sí,0,1,,sí,sí
454,2310454,1,0,11.0,construccion,2003-05-01,,16104,1177,1073696,448598.8298024153,,53,150.0,110.34251584223428,0.0,1.0,460.0,Sí,0,1,,sí,sí
455,2300455,0,1,0.0,peluqueria,2022-11-01,,0,607,52717,16675.19953438011,,42,6.6148974012279,0.0,1.0,,72.6,Sí,0,1,,no,sí
456,2310456,1,0,21.0,construccion,2002-07-07,,25158,973,100195,38396.27222858894,,42,13.825612487322624,0.0,0.0,2.0,460.0,Sí,0,1,0.0,sí,sí
457,2300457,0,1,0.0,restauracion,2009-03-10,,0,999,57697,16648.748797974065,,27,6.60611658608463,0.0,1.0,,72.6,Sí,0,1,,no,sí
458,2310458,1,0,10.0,construccion,2014-05-02,,17360,1192,982854,385710.54727443575,,60,129.12306201691453,0.0,0.0,1.0,460.0,Sí,0,1,,sí,no
459,2300459,0,1,3.0,fontaneria,2009-09-15,,5313,955,60669,21368.07400402376,,39,8.172784583495387,0.0,0.0,,162.5,Sí,0,0,1.0,no,sí
460,2300460,0,1,3.0,comercio alimentacion,2013-02-10,,4137,593,699772,290722.58017050603,,65,97.5900352167976,0.0,0.0,,162.5,Sí,0,1,,sí,sí
461,2310461,1,0,14.0,construccion,2008-11-25,,22834,501,136230,47534.33928715417,,31,16.859164233342483,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
462,2300462,0,1,1.0,construccion,2017-12-23,,1697,523,62568,24331.009956867416,,34,9.156386419144988,0.0,0.0,,121.0,Sí,0,1,,sí,sí
463,2300463,0,1,0.0,construccion,2006-07-21,,0,715,57113,17850.679019559026,,37,7.0051197340058895,0.0,1.0,,72.6,Sí,0,0,,sí,sí
464,2300464,0,1,0.0,fontaneria,2018-09-15,,0,844,48072,15803.719029632166,,28,6.325593198286815,0.0,1.0,,72.6,Sí,0,1,,sí,sí
465,2310465,1,0,12.0,construccion,2012-04-26,,19632,845,115856,45231.41150076661,,36,16.094664414881912,0.0,,3.0,460.0,Sí,0,1,,sí,sí
466,2310466,1,0,10.0,construccion,2004-08-19,,15750,825,631873,254131.5454401493,,45,85.44295897150953,0.0,0.0,1.0,460.0,Sí,0,1,,sí,no
467,2300467,0,1,0.0,restauracion,2012-12-18,,0,580,39615,11682.33043782752,,26,4.95742140893924,0.0,0.0,,72.6,No,0,1,,sí,sí
468,2300468,0,1,0.0,construccion,2010-11-07,,0,851,56950,21457.01606840235,,38,8.202310560155558,0.0,0.0,,72.6,Sí,0,0,,sí,sí
469,2300469,0,1,0.0,fontaneria,2013-01-21,,0,740,54456,22722.343173510963,,26,8.622359485643655,0.0,0.0,,72.6,Sí,0,0,,sí,sí
470,2310470,1,0,11.0,construccion,2010-06-12,,12408,998,106791,44057.82239302292,,29,15.705069628141016,0.0,0.0,3.0,460.0,Sí,0,1,1.0,sí,sí
471,2300471,0,1,0.0,restauracion,2008-12-21,,0,853,680744,225330.65014235867,,58,75.88196476369663,0.0,0.0,,72.6,Sí,0,1,,sí,sí
472,2300472,0,1,1.0,ingenieria,2014-10-09,,1725,954,75223,24209.335727590536,,29,9.115994390031725,0.0,0.0,,121.0,Sí,0,0,1.0,sí,sí
473,2300473,0,1,0.0,restauracion,2004-09-25,,0,552,49488,14788.61274857564,,24,5.988609740892682,0.0,0.0,,72.6,Sí,0,0,,sí,sí
474,2300474,0,1,0.0,limpieza,2018-10-26,,0,1076,34618,14478.707740796051,,38,5.885730995155214,0.0,0.0,,72.6,Sí,0,1,,sí,sí
475,2300475,0,1,0.0,ingenieria,2013-10-13,,0,570,57669,22354.718173799,,37,8.500319512352862,0.0,0.0,,72.6,Sí,1,1,,sí,sí
476,2300476,0,1,0.0,fontaneria,2013-08-17,,0,831,44659,16417.22162912089,,37,6.52925682539079,0.0,0.0,,72.6,Sí,0,1,1.0,sí,sí
477,2300477,0,1,0.0,restauracion,2002-07-06,,0,745,32266,11387.924046667376,,40,4.859687717971614,0.0,0.0,,72.6,Sí,0,0,,sí,sí
478,2300478,0,1,1.0,empresa de telefonia,2008-06-12,,1796,601,74339,29207.41722446245,,33,10.77520073579539,0.0,0.0,,121.0,Sí,0,1,1.0,sí,sí
479,2300479,0,1,1.0,informatica,2016-06-07,,1579,1003,61632,22879.78282384145,,36,8.674624513148038,0.0,1.0,,121.0,Sí,0,1,,sí,sí
480,2300480,0,1,1.0,restauracion,2013-01-24,,1578,1037,69998,24378.00124707308,,29,9.171986054115653,0.0,0.0,,121.0,Sí,0,0,,sí,sí
481,2310481,1,0,18.0,construccion,2001-11-07,,24498,935,121792,41632.34456645005,,24,14.899887038805996,0.0,0.0,2.0,460.0,Sí,0,1,1.0,sí,sí
482,2310482,1,0,22.0,construccion,2006-12-09,,24838,1145,128739,42870.29453184133,,39,15.310847612298174,0.0,0.0,5.0,460.0,Sí,0,1,1.0,sí,sí
483,2310483,1,0,17.0,construccion,2022-01-22,,20247,512,171171,71169.56099068769,,25,24.70531677378773,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
484,2300484,0,1,3.0,restauracion,2002-05-03,,4647,685,65542,26745.87501211409,,29,9.958045901155408,0.0,0.0,,162.5,Sí,0,0,,sí,sí
485,2310485,1,0,23.0,construccion,2013-05-07,,32591,1081,950997,310730.2504059089,,57,104.2319544090524,0.0,0.0,2.0,460.0,Sí,0,1,0.0,sí,sí
486,2300486,0,1,0.0,restauracion,2022-10-08,,0,513,650977,188186.58427232143,,60,63.55129951992245,0.0,0.0,,72.6,Sí,0,1,,sí,sí
487,2300487,0,1,0.0,construccion,2001-03-25,,0,862,55007,16599.726733982698,,27,6.589842797890537,0.0,1.0,,72.6,Sí,0,1,,sí,sí
488,2300488,0,1,0.0,zapateria,2021-02-28,,0,795,651412,236766.4491860982,,48,79.67829148508483,0.0,0.0,,72.6,No,0,1,,sí,sí
489,2300489,0,1,3.0,empresa de telefonia,2021-09-19,,4569,756,62072,23672.99087753304,,43,8.937944716513993,0.0,1.0,,162.5,Sí,0,0,,sí,sí
490,2300490,0,1,0.0,restauracion,2011-07-07,,0,908,43383,17389.820805607735,,35,6.852129256847031,0.0,0.0,,72.6,Sí,0,0,,sí,sí
491,2310491,1,0,17.0,construccion,2014-11-01,,20485,1167,143668,58524.64177457508,,27,20.50760006625229,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
492,2300492,0,1,2.0,restauracion,2015-02-12,,3574,1170,180282,74073.32458160484,,41,25.66927524058396,0.0,0.0,,142.45,Sí,0,0,,sí,sí
